# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	893249	894274	+							USA300HOU_0847	1026		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	893249	894274	+	ABX28868.1			ABC superfamily ATP binding cassette transporter, ABC protein			USA300HOU_0847	1026	341	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	894267	894962	+							USA300HOU_0848	696		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	894267	894962	+	ABX28869.1			ABC superfamily ATP binding cassette transporter, membrane protein			USA300HOU_0848	696	231	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	894980	895801	+							USA300HOU_0849	822		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	894980	895801	+	ABX28870.1			ABC superfamily ATP binding cassette transporter, binding protein			USA300HOU_0849	822	273	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	895944	897164	-							USA300HOU_0850	1221		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	895944	897164	-	ABX28871.1			integrase			USA300HOU_0850	1221	406	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	897252	897980	-							USA300HOU_0851	729		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	897252	897980	-	ABX28872.1			staphylococcal enterotoxin			USA300HOU_0851	729	242	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	898004	898732	-							USA300HOU_0852	729		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	898004	898732	-	ABX28873.1			staphylococcal enterotoxin			USA300HOU_0852	729	242	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	898749	899207	-							USA300HOU_0853	459		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	898749	899207	-	ABX28874.1			hypothetical bacteriophage protein			USA300HOU_0853	459	152	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	899219	899551	-							USA300HOU_0854	333		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	899219	899551	-	ABX28875.1			bacteriophage repressor			USA300HOU_0854	333	110	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	899744	900007	+							USA300HOU_0855	264		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	899744	900007	+	ABX28876.1			bacteriophage repressor			USA300HOU_0855	264	87	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	900000	900272	+							USA300HOU_0856	273		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	900000	900272	+	ABX28877.1			hypothetical bacteriophage protein			USA300HOU_0856	273	90	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	900263	900457	+							USA300HOU_0857	195		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	900263	900457	+	ABX28878.1			hypothetical protein			USA300HOU_0857	195	64	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	900424	900627	+							USA300HOU_0858	204		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	900424	900627	+	ABX28879.1			hypothetical protein			USA300HOU_0858	204	67	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	900629	901012	+							USA300HOU_0859	384		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	900629	901012	+	ABX28880.1			hypothetical protein			USA300HOU_0859	384	127	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	901013	901261	+							USA300HOU_0860	249		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	901013	901261	+	ABX28881.1			hypothetical protein			USA300HOU_0860	249	82	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	901353	903725	+							USA300HOU_0861	2373		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	901353	903725	+	ABX28882.1			possible DNA primase			USA300HOU_0861	2373	790	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	904396	904740	+							USA300HOU_0862	345		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	904396	904740	+	ABX28883.1			hypothetical protein			USA300HOU_0862	345	114	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	904965	905171	+							USA300HOU_0863	207		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	904965	905171	+	ABX28884.1			hypothetical protein			USA300HOU_0863	207	68	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	905158	906216	+							USA300HOU_0864	1059		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	905158	906216	+	ABX28885.1			hypothetical protein			USA300HOU_0864	1059	352	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	906400	906891	+							USA300HOU_0865	492		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	906400	906891	+	ABX28886.1			hypothetical protein			USA300HOU_0865	492	163	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	907320	908288	+							USA300HOU_0866	969		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	907320	908288	+	ABX28887.1			hypothetical protein			USA300HOU_0866	969	322	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	908523	909077	-					ear		USA300HOU_0867	555		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	908523	909077	-	ABX28888.1			Ear protein	ear		USA300HOU_0867	555	184	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	910111	910305	+							USA300HOU_0868	195		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	910111	910305	+	ABX28889.1			hypothetical protein			USA300HOU_0868	195	64	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	910538	911389	-							USA300HOU_0869	852		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	910538	911389	-	ABX28890.1			hypothetical membrane protein			USA300HOU_0869	852	283	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	911717	912478	+							USA300HOU_0870	762		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	911717	912478	+	ABX28891.1			ABC superfamily ATP binding cassette transporter, ABC protein			USA300HOU_0870	762	253	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	912576	913883	+							USA300HOU_0871	1308		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	912576	913883	+	ABX28892.1			ABC superfamily ATP binding cassette transporter, membrane protein			USA300HOU_0871	1308	435	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	913876	914013	-							USA300HOU_0872	138		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	913876	914013	-	ABX28893.1			hypothetical protein			USA300HOU_0872	138	45	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	913989	915239	+					sufS		USA300HOU_0873	1251		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	913989	915239	+	ABX28894.1			selenocysteine lyase	sufS		USA300HOU_0873	1251	416	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	915229	915693	+					iscU		USA300HOU_0874	465		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	915229	915693	+	ABX28895.1			iron-sulfur (Fe-S) cluster formation protein IscU	iscU		USA300HOU_0874	465	154	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	915844	917241	+							USA300HOU_0875	1398		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	915844	917241	+	ABX28896.1			ABC superfamily ATP binding cassette transporter, membrane protein			USA300HOU_0875	1398	465	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	917431	917565	+							USA300HOU_0876	135		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	917431	917565	+	ABX28897.1			hypothetical protein			USA300HOU_0876	135	44	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	917571	917885	-							USA300HOU_0877	315		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	917571	917885	-	ABX28898.1			hypothetical membrane protein			USA300HOU_0877	315	104	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	918250	919290	+							USA300HOU_0878	1041		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	918250	919290	+	ABX28899.1			CBS domain protein			USA300HOU_0878	1041	346	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	919304	920371	+							USA300HOU_0879	1068		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	919304	920371	+	ABX28900.1			dioxygenase			USA300HOU_0879	1068	355	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	920294	920428	-							USA300HOU_0880	135		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	920294	920428	-	ABX28901.1			hypothetical protein			USA300HOU_0880	135	44	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	920438	920536	+							USA300HOU_0881	99		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	920438	920536	+	ABX28902.1			hypothetical protein			USA300HOU_0881	99	32	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	920584	921432	+							USA300HOU_0882	849		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	920584	921432	+	ABX28903.1			hypothetical protein			USA300HOU_0882	849	282	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	921445	922272	+							USA300HOU_0883	828		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	921445	922272	+	ABX28904.1			hypothetical membrane protein			USA300HOU_0883	828	275	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	922299	923618	+							USA300HOU_0884	1320		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	922299	923618	+	ABX28905.1			bifunctional 5-nucleotidase/2,3-cyclic phosphodiesterase			USA300HOU_0884	1320	439	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	923702	924619	+					lipA		USA300HOU_0885	918		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	923702	924619	+	ABX28906.1			lipooyl synthase	lipA		USA300HOU_0885	918	305	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	924740	925132	+							USA300HOU_0886	393		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	924740	925132	+	ABX28907.1			hypothetical protein			USA300HOU_0886	393	130	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	925211	925477	-							USA300HOU_0887	267		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	925211	925477	-	ABX28908.1			hypothetical protein			USA300HOU_0887	267	88	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	925575	926009	+							USA300HOU_0888	435		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	925575	926009	+	ABX28909.1			hypothetical protein			USA300HOU_0888	435	144	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	926009	926788	+							USA300HOU_0889	780		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	926009	926788	+	ABX28910.1			haloacid dehalogenase			USA300HOU_0889	780	259	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	926821	927780	+							USA300HOU_0890	960		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	926821	927780	+	ABX28911.1			dehydrogenase			USA300HOU_0890	960	319	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	928037	928144	+							USA300HOU_0891	108		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	928037	928144	+	ABX28912.1			hypothetical protein			USA300HOU_0891	108	35	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	928192	928344	+							USA300HOU_0892	153		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	928192	928344	+	ABX28913.1			hypothetical protein			USA300HOU_0892	153	50	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	928360	929817	+					dltA		USA300HOU_0893	1458		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	928360	929817	+	ABX28914.1			long-chain-fatty-acid--CoA ligase	dltA		USA300HOU_0893	1458	485	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	929814	931028	+					dltB		USA300HOU_0894	1215		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	929814	931028	+	ABX28915.1			D-alanine transfer protein DltB	dltB		USA300HOU_0894	1215	404	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	931046	931282	+					dltC		USA300HOU_0895	237		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	931046	931282	+	ABX28916.1			D-alanine--poly(phosphoribitol) ligase	dltC		USA300HOU_0895	237	78	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	931279	932454	+					dltD		USA300HOU_0896	1176		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	931279	932454	+	ABX28917.1			D-alanine transfer protein DltD	dltD		USA300HOU_0896	1176	391	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	932717	932959	-							USA300HOU_0897	243		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	932717	932959	-	ABX28918.1			possible NifU family protein			USA300HOU_0897	243	80	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	933060	933383	+							USA300HOU_0898	324		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	933060	933383	+	ABX28919.1			hypothetical protein			USA300HOU_0898	324	107	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	933442	934506	-							USA300HOU_0899	1065		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	933442	934506	-	ABX28920.1			NADH dehydrogenase			USA300HOU_0899	1065	354	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	934823	935059	+							USA300HOU_0900	237		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	934823	935059	+	ABX28921.1			hypothetical protein			USA300HOU_0900	237	78	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	935072	935431	+							USA300HOU_0901	360		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	935072	935431	+	ABX28922.1			hypothetical protein			USA300HOU_0901	360	119	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	935885	937093	+							USA300HOU_0902	1209		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	935885	937093	+	ABX28923.1			NADH dehydrogenase			USA300HOU_0902	1209	402	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	939110	940426	+							USA300HOU_0903	1317		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	939110	940426	+	ABX28924.1			NhaC family sodium:proton (Na+:H+) antiporter			USA300HOU_0903	1317	438	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	940445	940819	+							USA300HOU_0904	375		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	940445	940819	+	ABX28925.1			hypothetical protein			USA300HOU_0904	375	124	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	940875	942029	-							USA300HOU_0905	1155		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	940875	942029	-	ABX28926.1			hypothetical protein			USA300HOU_0905	1155	384	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	942278	942634	-					mnhG2		USA300HOU_0906	357		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	942278	942634	-	ABX28927.1			CPA3 family monovalent cation:proton (H+) antiporter-3 subunit G	mnhG2		USA300HOU_0906	357	118	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	942612	942905	-					mnhF2		USA300HOU_0907	294		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	942612	942905	-	ABX28928.1			CPA3 family monovalent cation:proton (H+) antiporter-3 subunit F	mnhF2		USA300HOU_0907	294	97	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	942905	943384	-					mnhE2		USA300HOU_0908	480		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	942905	943384	-	ABX28929.1			CPA3 family monovalent cation:proton (H+) antiporter-3 subunit E	mnhE2		USA300HOU_0908	480	159	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	943386	944882	-					mnhD2		USA300HOU_0909	1497		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	943386	944882	-	ABX28930.1			CPA3 family monovalent cation:proton (H+) antiporter-3 subunit D	mnhD2		USA300HOU_0909	1497	498	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	944875	945216	-					mnhC2		USA300HOU_0910	342		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	944875	945216	-	ABX28931.1			CPA3 family monovalent cation:proton (H+) antiporter-3 subunit C	mnhC2		USA300HOU_0910	342	113	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	945216	945644	-					mnhB2		USA300HOU_0911	429		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	945216	945644	-	ABX28932.1			CPA3 family monovalent cation:proton (H+) antiporter-3 subunit B	mnhB2		USA300HOU_0911	429	142	
gene	protein_coding	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	945637	948042	-					mnhA2		USA300HOU_0912	2406		
CDS	with_protein	GCA_000017085.1	Primary Assembly	chromosome		CP000730.1	945637	948042	-	ABX28933.1			CPA3 family monovalent cation:proton (H+) antiporter-3 subunit A	mnhA2		USA300HOU_0912	2406	801	
