# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "CDS" "-p" "-g" "gene_id" "-F" "GTF" "-a" "data/reference_genome/S_aureus_CP000730.gtf" "-o" "data/processed_data/counts_files/all_samples_counts.txt" "data/processed_data/bam_files/ERR2713020.bam" "data/processed_data/bam_files/ERR2713021.bam" "data/processed_data/bam_files/ERR2713022.bam" "data/processed_data/bam_files/ERR2713023.bam" "data/processed_data/bam_files/ERR2713024.bam" "data/processed_data/bam_files/ERR2713025.bam" 
Geneid	Chr	Start	End	Strand	Length	data/processed_data/bam_files/ERR2713020.bam	data/processed_data/bam_files/ERR2713021.bam	data/processed_data/bam_files/ERR2713022.bam	data/processed_data/bam_files/ERR2713023.bam	data/processed_data/bam_files/ERR2713024.bam	data/processed_data/bam_files/ERR2713025.bam
USA300HOU_1049	CP000730.1	1119893	1120372	-	480	1636	1255	1551	1346	854	2440
USA300HOU_1050	CP000730.1	1120513	1120785	+	273	894	932	819	2140	770	1997
USA300HOU_1051	CP000730.1	1121090	1122325	+	1236	2072	1364	1568	7129	3720	6574
USA300HOU_1052	CP000730.1	1122882	1126331	+	3450	11912	10584	9528	19782	11373	16804
USA300HOU_1053	CP000730.1	1126477	1127544	-	1068	960	760	936	4980	3120	8158
USA300HOU_1054	CP000730.1	1127825	1128733	+	909	902	859	814	10518	5328	11957
USA300HOU_1055	CP000730.1	1128761	1129219	+	459	465	447	486	4743	2694	6192
USA300HOU_1056	CP000730.1	1129549	1130583	+	1035	2944	2192	2298	3883	2040	4474
USA300HOU_1058	CP000730.1	1130602	1131033	+	432	1173	922	1086	1279	667	1791
USA300HOU_1059	CP000730.1	1132264	1132515	+	252	265	258	229	770	391	936
USA300HOU_1060	CP000730.1	1132524	1132910	-	387	402	277	313	935	532	1362
USA300HOU_1061	CP000730.1	1132980	1133519	+	540	758	556	625	1846	898	1831
USA300HOU_1062	CP000730.1	1133524	1134003	+	480	871	644	767	2038	1109	2321
USA300HOU_1063	CP000730.1	1134071	1135207	-	1137	680	489	537	2566	1504	3031
USA300HOU_1064	CP000730.1	1138441	1139490	-	1050	1001	628	663	985	594	820
USA300HOU_1065	CP000730.1	1139699	1140379	+	681	478	322	311	78	58	126
USA300HOU_1066	CP000730.1	1140382	1141455	+	1074	467	339	271	115	60	124
USA300HOU_1067	CP000730.1	1141455	1142330	+	876	412	311	278	126	75	129
USA300HOU_1068	CP000730.1	1142346	1143308	+	963	309	210	198	206	152	167
USA300HOU_1069	CP000730.1	1144126	1144446	+	321	156	118	120	132	54	91
USA300HOU_1070	CP000730.1	1144486	1144590	+	105	11	6	4	13	4	8
USA300HOU_1071	CP000730.1	1144638	1144733	+	96	21	13	10	70	38	96
USA300HOU_1072	CP000730.1	1144833	1145570	+	738	650	450	604	2094	1076	3056
USA300HOU_1073	CP000730.1	1145954	1147009	+	1056	2389	1952	2089	5762	3350	7945
USA300HOU_1074	CP000730.1	1147012	1149411	+	2400	9061	8137	8740	16782	9699	22433
USA300HOU_1075	CP000730.1	1149588	1150541	-	954	215	141	155	811	478	993
USA300HOU_1076	CP000730.1	1150893	1151156	+	264	461	321	333	611	345	933
USA300HOU_1077	CP000730.1	1151160	1151678	+	519	2264	1920	2384	905	521	1545
USA300HOU_1078	CP000730.1	1151754	1153463	+	1710	4906	3737	5204	2509	1328	2832
USA300HOU_1079	CP000730.1	1153476	1155821	+	2346	7609	6396	8875	5007	2722	4792
USA300HOU_1080	CP000730.1	1155997	1156308	+	312	41916	35546	46382	5540	3804	9900
USA300HOU_1081	CP000730.1	1156377	1156469	-	93	281	226	261	116	49	124
USA300HOU_1082	CP000730.1	1156635	1158413	+	1779	4035	3612	3895	1508	837	1636
USA300HOU_1083	CP000730.1	1158740	1159351	+	612	3491	3685	3355	8428	4317	12233
USA300HOU_1084	CP000730.1	1159406	1161169	+	1764	17413	18602	16384	25692	13703	44449
USA300HOU_1085	CP000730.1	1161172	1161984	+	813	12275	14060	12531	11600	6212	23020
USA300HOU_1086	CP000730.1	1162223	1163020	+	798	4794	4408	4026	1865	1062	2703
USA300HOU_1087	CP000730.1	1163035	1163619	+	585	3334	2943	2853	1290	696	1719
USA300HOU_1088	CP000730.1	1163615	1164115	+	501	3988	3275	3361	1423	931	1990
USA300HOU_1089	CP000730.1	1164246	1164410	+	165	1	0	0	21	7	5
USA300HOU_1090	CP000730.1	1164607	1164933	+	327	2120	2122	2157	5507	4184	9607
USA300HOU_1091	CP000730.1	1165098	1165211	+	114	194	178	173	529	295	730
USA300HOU_1092	CP000730.1	1165308	1165706	-	399	165	177	158	906	554	1131
USA300HOU_1093	CP000730.1	1166378	1166881	+	504	367	384	300	1062	637	1235
USA300HOU_1094	CP000730.1	1167143	1167637	+	495	1983	2046	1953	3211	2169	5178
USA300HOU_1095	CP000730.1	1167794	1168141	+	348	1150	1240	1104	2103	1264	3001
USA300HOU_1097	CP000730.1	1168800	1168982	-	183	218	211	195	748	455	808
USA300HOU_1098	CP000730.1	1169607	1169837	-	231	600	573	578	1317	783	2073
USA300HOU_1099	CP000730.1	1170317	1171273	-	957	1459	1450	1391	968	612	1190
USA300HOU_1100	CP000730.1	1171946	1172089	+	144	47	34	42	120	69	186
USA300HOU_1101	CP000730.1	1172076	1172270	+	195	260	276	298	581	353	1042
USA300HOU_1103	CP000730.1	1172721	1173434	-	714	73	45	50	255	149	323
USA300HOU_1104	CP000730.1	1173545	1174267	-	723	62	29	34	202	71	210
USA300HOU_1105	CP000730.1	1174365	1175087	-	723	52	39	28	155	64	164
USA300HOU_1106	CP000730.1	1175525	1176523	+	999	32	36	29	170	96	218
USA300HOU_1107	CP000730.1	1176549	1177478	+	930	124	78	67	225	143	276
USA300HOU_1108	CP000730.1	1177653	1179206	+	1554	415	356	336	517	246	631
USA300HOU_1109	CP000730.1	1179517	1179741	+	225	486	416	428	2055	1251	3211
USA300HOU_1110	CP000730.1	1180052	1180996	-	945	320	186	253	2960	1814	3325
USA300HOU_1111	CP000730.1	1181245	1181430	+	186	22	17	8	561	267	358
USA300HOU_1112	CP000730.1	1182345	1182476	+	132	19	10	21	36	26	138
USA300HOU_1113	CP000730.1	1182536	1182667	+	132	15	16	17	28	15	84
USA300HOU_1114	CP000730.1	1182794	1183486	+	693	2227	1684	2206	849	513	1098
USA300HOU_1115	CP000730.1	1183601	1184038	-	438	7972	8503	7865	2373	1506	3482
USA300HOU_1116	CP000730.1	1184075	1184176	-	102	26	27	19	24	14	18
USA300HOU_1117	CP000730.1	1184233	1185843	+	1611	10079	7115	9089	3916	1950	4267
USA300HOU_1118	CP000730.1	1185990	1186418	+	429	2736	2029	2691	19577	10509	23175
USA300HOU_1119	CP000730.1	1186437	1187369	+	933	1717	1107	1234	19069	10201	20126
USA300HOU_1120	CP000730.1	1187386	1187784	+	399	547	410	463	6020	3328	5495
USA300HOU_1121	CP000730.1	1187768	1189999	+	2232	5144	4525	4819	23499	12027	21120
USA300HOU_1122	CP000730.1	1190294	1191256	+	963	728	692	619	4831	2581	4175
USA300HOU_1123	CP000730.1	1191261	1192607	+	1347	1919	1778	1782	8149	4517	8830
USA300HOU_1124	CP000730.1	1192626	1193942	+	1317	3368	3290	3504	11285	6225	12849
USA300HOU_1125	CP000730.1	1197737	1198408	+	672	3290	2833	3341	9987	5064	14273
USA300HOU_1126	CP000730.1	1198408	1198968	+	561	3783	3298	3650	9385	5140	15162
USA300HOU_1127	CP000730.1	1198983	1199270	+	288	1559	1644	1663	3878	2160	5781
USA300HOU_1128	CP000730.1	1199356	1200159	+	804	2289	1698	1951	4539	2355	6600
USA300HOU_1129	CP000730.1	1200186	1200800	+	615	4819	3853	4918	8512	4745	14014
USA300HOU_1130	CP000730.1	1201024	1203774	+	2751	3857	3384	3469	15243	8739	15881
USA300HOU_1131	CP000730.1	1204067	1204861	+	795	1624	1509	1628	1739	962	1792
USA300HOU_1133	CP000730.1	1205688	1206176	+	489	453	439	428	2741	1494	3940
USA300HOU_1134	CP000730.1	1206179	1207093	+	915	1186	1145	1384	6326	3452	9481
USA300HOU_1136	CP000730.1	1207495	1208019	+	525	200	170	199	11305	4803	11422
USA300HOU_1137	CP000730.1	1208231	1209544	+	1314	146	143	160	10475	3895	13897
USA300HOU_1138	CP000730.1	1209575	1210453	+	879	275	193	245	9549	3945	12759
USA300HOU_1139	CP000730.1	1210471	1211745	+	1275	441	315	360	14939	6564	19549
USA300HOU_1140	CP000730.1	1211750	1212847	+	1098	357	423	336	12563	5662	16315
USA300HOU_1141	CP000730.1	1212843	1216013	+	3171	1234	1229	1114	37340	19679	48520
USA300HOU_1142	CP000730.1	1216123	1216815	+	693	288	220	269	8256	4904	9683
USA300HOU_1143	CP000730.1	1216818	1217426	+	609	244	281	228	6186	3547	7949
USA300HOU_1144	CP000730.1	1217459	1217668	+	210	202	151	176	2255	1421	3073
USA300HOU_1145	CP000730.1	1218108	1218506	+	399	805	730	755	1473	861	2508
USA300HOU_1146	CP000730.1	1218775	1220469	-	1695	10259	7560	10440	3965	2149	5517
USA300HOU_1147	CP000730.1	1220744	1221364	+	621	3009	1914	2793	8238	4576	9705
USA300HOU_1148	CP000730.1	1221367	1221582	+	216	1197	807	1148	2403	1440	3918
USA300HOU_1149	CP000730.1	1221795	1222997	+	1203	2846	2454	2665	1533	767	1742
USA300HOU_1150	CP000730.1	1223000	1225405	+	2406	6958	6435	6928	5325	2863	5321
USA300HOU_1151	CP000730.1	1225914	1226864	+	951	238	150	126	1031	523	903
USA300HOU_1152	CP000730.1	1227532	1228017	+	486	299	205	208	1695	933	2137
USA300HOU_1153	CP000730.1	1228013	1228945	+	933	798	637	727	4413	2386	5017
USA300HOU_1154	CP000730.1	1228945	1230249	+	1305	1615	1308	1557	8158	4377	9550
USA300HOU_1155	CP000730.1	1230255	1231346	+	1092	1710	1369	1593	8688	4570	9477
USA300HOU_1156	CP000730.1	1231356	1232096	+	741	858	714	781	5183	2656	4744
USA300HOU_1157	CP000730.1	1232096	1234087	+	1992	2486	2118	2331	17051	9468	19290
USA300HOU_1158	CP000730.1	1234318	1235190	+	873	1222	963	1261	2040	1130	2375
USA300HOU_1159	CP000730.1	1235194	1235835	+	642	1295	1106	1239	1788	936	2269
USA300HOU_1160	CP000730.1	1235845	1236483	+	639	1631	1452	1527	2335	1240	2669
USA300HOU_1161	CP000730.1	1237498	1237869	+	372	1658	1282	1440	5619	2919	5742
USA300HOU_1162	CP000730.1	1237887	1239530	+	1644	7488	6879	6329	23471	12086	25376
USA300HOU_1163	CP000730.1	1239723	1241780	+	2058	4693	4170	4741	2456	1177	2684
USA300HOU_1164	CP000730.1	1241986	1242555	+	570	2474	1959	2489	6189	3274	7069
USA300HOU_1165	CP000730.1	1242563	1243546	+	984	4645	4114	4840	11319	5979	12778
USA300HOU_1166	CP000730.1	1243542	1244465	+	924	5025	4322	5456	10671	6003	12427
USA300HOU_1167	CP000730.1	1244455	1245192	+	738	4943	4900	5386	9436	5244	11364
USA300HOU_1168	CP000730.1	1245176	1245328	+	153	964	854	997	1783	975	1952
USA300HOU_1169	CP000730.1	1245438	1245668	+	231	16530	17167	18516	21106	12778	35675
USA300HOU_1170	CP000730.1	1245787	1246515	+	729	334	245	234	1563	795	1381
USA300HOU_1171	CP000730.1	1246665	1250228	+	3564	2389	1985	1962	8469	4113	6169
USA300HOU_1172	CP000730.1	1250231	1251478	+	1248	1502	1453	1521	5121	2339	3690
USA300HOU_1173	CP000730.1	1256031	1258634	-	2604	1154	1094	929	1324	711	1706
USA300HOU_1174	CP000730.1	1259035	1259916	+	882	502	393	388	1566	856	1581
USA300HOU_1175	CP000730.1	1259903	1260667	+	765	461	379	441	1579	776	1651
USA300HOU_1176	CP000730.1	1260779	1261942	+	1164	68264	71728	68763	9978	5206	12683
USA300HOU_1177	CP000730.1	1261967	1262872	+	906	67464	72857	71617	8920	4871	11526
USA300HOU_1178	CP000730.1	1263069	1264217	+	1149	350	306	311	196	112	255
USA300HOU_1179	CP000730.1	1264248	1265489	+	1242	471	330	403	377	211	380
USA300HOU_1180	CP000730.1	1265665	1266534	+	870	95	26	41	166	89	124
USA300HOU_1181	CP000730.1	1266711	1268783	+	2073	13171	9206	11685	12424	6095	11587
USA300HOU_1182	CP000730.1	1268942	1270246	+	1305	8903	6912	9286	9199	4947	9615
USA300HOU_1183	CP000730.1	1270666	1271559	+	894	3982	3450	4010	4102	2200	4596
USA300HOU_1184	CP000730.1	1271559	1272101	+	543	3255	2792	3106	3068	1572	3431
USA300HOU_1185	CP000730.1	1272170	1273570	+	1401	13428	12592	13627	10414	5600	12693
USA300HOU_1186	CP000730.1	1273598	1274368	+	771	12071	12512	12215	7332	3880	8840
USA300HOU_1188	CP000730.1	1274713	1275477	+	765	9723	7252	7877	65416	38167	82658
USA300HOU_1189	CP000730.1	1275514	1275624	+	111	648	460	506	3793	2071	3526
USA300HOU_1190	CP000730.1	1275662	1276540	+	879	21415	19843	19648	39379	20902	46935
USA300HOU_1191	CP000730.1	1276680	1277399	+	720	1699	1387	1372	8018	3748	6259
USA300HOU_1192	CP000730.1	1278348	1279115	+	768	1000	731	576	6241	3465	6821
USA300HOU_1193	CP000730.1	1279125	1279904	+	780	514	409	339	5843	3234	6416
USA300HOU_1194	CP000730.1	1280169	1281452	+	1284	2964	2181	2762	7312	3904	8384
USA300HOU_1195	CP000730.1	1281475	1283175	+	1701	5411	4454	5835	12942	7240	15435
USA300HOU_1196	CP000730.1	1283442	1287749	+	4308	6960	6173	6780	12517	7505	13881
USA300HOU_1197	CP000730.1	1288042	1288506	+	465	2145	1862	2513	7921	4163	10417
USA300HOU_1198	CP000730.1	1288530	1289702	+	1173	4620	4640	5515	15334	7842	22422
USA300HOU_1199	CP000730.1	1289726	1290007	+	282	1032	995	1133	3420	1685	4173
USA300HOU_1200	CP000730.1	1290007	1290321	+	315	1193	1245	1373	4234	2256	5207
USA300HOU_1201	CP000730.1	1290329	1292443	+	2115	11734	11794	13509	36548	19721	52462
USA300HOU_1202	CP000730.1	1292832	1293179	+	348	2412	2190	2430	3217	1861	4415
USA300HOU_1203	CP000730.1	1293351	1294265	+	915	1140	982	994	1219	633	1271
USA300HOU_1204	CP000730.1	1294283	1295251	+	969	5101	3825	4683	1942	1213	2494
USA300HOU_1205	CP000730.1	1295369	1295635	+	267	7359	6693	7649	34516	21746	64675
USA300HOU_1206	CP000730.1	1296008	1298101	+	2094	6546	5695	6962	35908	17961	49954
USA300HOU_1207	CP000730.1	1298340	1300010	+	1671	18903	16916	18616	19160	10361	27594
USA300HOU_1208	CP000730.1	1300260	1302635	+	2376	6374	5906	5755	9701	5196	10621
USA300HOU_1209	CP000730.1	1302643	1303353	+	711	1369	1264	1478	2026	1060	1880
USA300HOU_1210	CP000730.1	1303387	1304649	+	1263	476	345	306	3254	1546	1734
USA300HOU_1211	CP000730.1	1304652	1305935	+	1284	998	871	969	4248	2466	4044
USA300HOU_1212	CP000730.1	1305938	1306639	+	702	652	603	691	3001	1655	3005
USA300HOU_1213	CP000730.1	1306747	1307571	+	825	1641	1317	1443	6002	3389	6778
USA300HOU_1214	CP000730.1	1307593	1307982	+	390	780	674	769	2618	1509	3142
USA300HOU_1215	CP000730.1	1308019	1308594	+	576	1488	1360	1453	4108	2350	5634
USA300HOU_1216	CP000730.1	1308824	1309972	+	1149	2044	1669	1812	1423	816	1511
USA300HOU_1217	CP000730.1	1310140	1311180	+	1041	40644	33707	43393	14517	7034	21683
USA300HOU_1218	CP000730.1	1311537	1313093	+	1557	22382	20862	20751	31696	18137	46663
USA300HOU_1219	CP000730.1	1313396	1313608	-	213	2511	2094	2446	303	175	493
USA300HOU_1220	CP000730.1	1313782	1314576	+	795	544	368	405	4386	2356	5711
USA300HOU_1221	CP000730.1	1314719	1316476	+	1758	2989	2105	2262	3465	2016	3241
USA300HOU_1222	CP000730.1	1316480	1317343	+	864	2918	2162	2389	2673	1565	2893
USA300HOU_1223	CP000730.1	1317440	1317730	+	291	167	155	86	199	167	240
USA300HOU_1224	CP000730.1	1317867	1319408	+	1542	1461	1244	1273	6663	3662	7073
USA300HOU_1225	CP000730.1	1319412	1319774	+	363	557	470	510	2093	1165	2232
USA300HOU_1226	CP000730.1	1319804	1320292	+	489	641	592	566	2235	1202	2669
USA300HOU_1227	CP000730.1	1320598	1323213	+	2616	840	616	702	4066	2160	3461
USA300HOU_1228	CP000730.1	1323229	1325235	+	2007	919	595	585	4629	2581	4674
USA300HOU_1229	CP000730.1	1325244	1325783	+	540	262	196	261	1563	746	1634
USA300HOU_1230	CP000730.1	1326251	1327066	+	816	609	468	461	3445	1493	6788
USA300HOU_1231	CP000730.1	1327198	1328691	+	1494	1557	1466	1624	2549	1134	3857
USA300HOU_1232	CP000730.1	1328804	1330522	+	1719	1260	1273	1191	661	323	736
USA300HOU_1233	CP000730.1	1330675	1331586	+	912	201	142	101	202	151	275
USA300HOU_1234	CP000730.1	1331607	1332539	+	933	446	293	282	996	661	1974
USA300HOU_1235	CP000730.1	1332557	1332787	+	231	139	159	169	520	278	1001
USA300HOU_1236	CP000730.1	1333015	1333488	-	474	3672	3648	3054	929	615	1300
USA300HOU_1237	CP000730.1	1333600	1334835	+	1236	613	452	421	2192	1158	2210
USA300HOU_1238	CP000730.1	1334857	1336092	+	1236	830	754	762	2584	1445	3128
USA300HOU_1239	CP000730.1	1336338	1336703	+	366	981	1178	894	2921	1914	3948
USA300HOU_1240	CP000730.1	1336725	1338062	+	1338	5675	6825	5372	13900	8383	16591
USA300HOU_1241	CP000730.1	1338558	1338752	+	195	23	17	46	57	32	75
USA300HOU_1242	CP000730.1	1339456	1339665	+	210	13	9	2	12	8	29
USA300HOU_1243	CP000730.1	1339962	1340165	+	204	24	26	18	151	114	226
USA300HOU_1244	CP000730.1	1340869	1340976	+	108	18	2	3	81	55	63
USA300HOU_1245	CP000730.1	1341407	1341589	+	183	27	16	12	116	116	145
USA300HOU_1246	CP000730.1	1342104	1342205	+	102	4	6	3	11	6	14
USA300HOU_1247	CP000730.1	1342163	1342333	+	171	2	0	0	12	4	2
USA300HOU_1248	CP000730.1	1342337	1342585	+	249	21	20	15	40	24	47
USA300HOU_1249	CP000730.1	1342634	1343215	+	582	43	24	24	41	33	38
USA300HOU_1250	CP000730.1	1343339	1343584	+	246	8	0	2	60	46	29
USA300HOU_1251	CP000730.1	1343717	1343815	+	99	4	0	0	3	1	1
USA300HOU_1252	CP000730.1	1343864	1344127	+	264	6	1	2	12	6	2
USA300HOU_1253	CP000730.1	1344127	1344261	+	135	37	44	31	92	58	116
USA300HOU_1255	CP000730.1	1344693	1344980	+	288	70	61	53	884	487	739
USA300HOU_1256	CP000730.1	1344994	1345185	+	192	63	44	42	532	298	597
USA300HOU_1257	CP000730.1	1345238	1345576	+	339	75	57	50	737	395	575
USA300HOU_1258	CP000730.1	1345586	1345774	+	189	1	1	0	112	64	44
USA300HOU_1259	CP000730.1	1345764	1345856	-	93	3	0	1	35	24	22
USA300HOU_1260	CP000730.1	1346329	1347351	-	1023	99	26	53	184	131	160
USA300HOU_1261	CP000730.1	1347621	1347815	+	195	967	734	929	320	217	386
USA300HOU_1262	CP000730.1	1347876	1349354	+	1479	4017	3425	4123	1840	1109	2165
USA300HOU_1263	CP000730.1	1349541	1350437	+	897	39	19	16	194	113	256
USA300HOU_1264	CP000730.1	1350409	1351137	+	729	54	23	26	162	104	218
USA300HOU_1265	CP000730.1	1351144	1352232	+	1089	361	334	327	836	490	1027
USA300HOU_1266	CP000730.1	1352232	1352831	+	600	424	339	384	773	402	1062
USA300HOU_1267	CP000730.1	1352950	1353135	-	186	276	250	324	424	318	1025
USA300HOU_1268	CP000730.1	1353274	1353804	+	531	146	116	123	546	312	599
USA300HOU_1269	CP000730.1	1353953	1354804	-	852	4484	4082	4144	1943	1237	2706
USA300HOU_1270	CP000730.1	1355135	1355707	+	573	543	429	467	1375	750	2495
USA300HOU_1271	CP000730.1	1355767	1357146	-	1380	199	151	114	371	234	501
USA300HOU_1272	CP000730.1	1357152	1357256	+	105	19	15	14	19	17	34
USA300HOU_1273	CP000730.1	1357337	1358614	+	1278	2060	1634	1666	1745	1058	2268
USA300HOU_1274	CP000730.1	1358623	1359681	+	1059	2275	2038	2027	1424	815	1863
USA300HOU_1275	CP000730.1	1359686	1360597	+	912	1712	1722	1665	1319	809	1565
USA300HOU_1276	CP000730.1	1360658	1361458	+	801	4235	3953	4085	4328	2660	6153
USA300HOU_1277	CP000730.1	1364040	1365458	+	1419	134076	142066	128598	7334	4281	8886
USA300HOU_1278	CP000730.1	1365543	1365698	+	156	35171	34678	33123	7048	4716	15014
USA300HOU_1279	CP000730.1	1370471	1372456	+	1986	29409	26496	30392	18712	11013	20607
USA300HOU_1280	CP000730.1	1372692	1372976	+	285	2218	1841	2179	7920	4836	10415
USA300HOU_1281	CP000730.1	1374874	1377900	+	3027	1749	1604	1577	3752	1935	3781
USA300HOU_1283	CP000730.1	1381078	1383780	+	2703	16919	15874	18234	11730	7226	15954
USA300HOU_1284	CP000730.1	1383963	1384427	+	465	1010	728	1102	3073	1640	4025
USA300HOU_1285	CP000730.1	1384640	1384933	-	294	496	400	450	1673	965	2381
USA300HOU_1286	CP000730.1	1385312	1385917	-	606	2075	1903	2141	6422	3920	12797
USA300HOU_1287	CP000730.1	1386123	1388111	+	1989	2852	1934	2666	12322	6095	13184
USA300HOU_1288	CP000730.1	1388114	1390513	+	2400	5411	3954	5259	18838	10523	22687
USA300HOU_1289	CP000730.1	1390647	1390742	-	96	298	169	260	1647	929	1561
USA300HOU_1290	CP000730.1	1390766	1392223	+	1458	2666	2069	2800	13465	7499	17033
USA300HOU_1291	CP000730.1	1392720	1393574	+	855	994	715	575	1036	536	1019
USA300HOU_1292	CP000730.1	1393552	1393716	+	165	123	82	57	152	81	119
USA300HOU_1293	CP000730.1	1393712	1394917	+	1206	7925	6786	6220	6123	3652	7197
USA300HOU_1294	CP000730.1	1395401	1397920	+	2520	5966	4953	5436	10635	5753	11000
USA300HOU_1295	CP000730.1	1398129	1398635	-	507	606	523	530	443	254	499
USA300HOU_1296	CP000730.1	1398772	1399752	+	981	345	220	216	3042	1577	3131
USA300HOU_1297	CP000730.1	1399745	1399846	+	102	1	0	0	1	2	2
USA300HOU_1298	CP000730.1	1399846	1400031	-	186	1925	1992	2063	1024	646	1751
USA300HOU_1299	CP000730.1	1400176	1401435	+	1260	2593	2541	3024	298	180	276
USA300HOU_1300	CP000730.1	1401578	1402666	-	1089	2221	2054	2234	1084	679	1446
USA300HOU_1301	CP000730.1	1402831	1403859	+	1029	3347	3382	3484	1186	690	1538
USA300HOU_1302	CP000730.1	1404354	1405757	+	1404	95	77	56	153	81	132
USA300HOU_1303	CP000730.1	1405757	1406320	+	564	38	23	32	99	46	77
USA300HOU_1304	CP000730.1	1406320	1407324	+	1005	90	61	66	195	99	136
USA300HOU_1305	CP000730.1	1407329	1408108	+	780	75	66	40	48	21	36
USA300HOU_1306	CP000730.1	1408108	1408740	+	633	52	46	42	32	14	36
USA300HOU_1307	CP000730.1	1408736	1409947	+	1212	113	80	78	119	52	139
USA300HOU_1308	CP000730.1	1409943	1410668	+	726	131	123	136	190	102	217
USA300HOU_1309	CP000730.1	1410993	1412252	+	1260	8902	6797	7162	8188	4205	6330
USA300HOU_1310	CP000730.1	1412274	1413530	+	1257	13774	11392	12825	10918	6249	10916
USA300HOU_1311	CP000730.1	1414222	1414986	+	765	189	113	97	1142	689	1209
USA300HOU_1312	CP000730.1	1415040	1415510	-	471	1379	1361	1234	538	370	610
USA300HOU_1313	CP000730.1	1415637	1416335	-	699	210	159	238	360	200	396
USA300HOU_1314	CP000730.1	1416331	1417104	-	774	76	46	55	186	105	143
USA300HOU_1315	CP000730.1	1417091	1417918	-	828	79	37	38	138	85	124
USA300HOU_1316	CP000730.1	1417914	1418864	-	951	91	39	29	127	56	150
USA300HOU_1317	CP000730.1	1419204	1419545	-	342	257	178	207	151	85	170
USA300HOU_1318	CP000730.1	1419750	1421561	+	1812	1374	1040	1062	2285	1262	2004
USA300HOU_1319	CP000730.1	1421707	1422345	-	639	67	41	26	90	58	108
USA300HOU_1320	CP000730.1	1422355	1423203	-	849	52	41	27	86	38	107
USA300HOU_1321	CP000730.1	1423253	1424167	-	915	47	31	24	38	36	74
USA300HOU_1322	CP000730.1	1424172	1425095	-	924	17	9	6	64	42	69
USA300HOU_1323	CP000730.1	1425158	1425262	-	105	1	0	0	6	4	6
USA300HOU_1324	CP000730.1	1425289	1426269	-	981	48	23	24	36	24	22
USA300HOU_1326	CP000730.1	1427244	1428143	-	900	3195	2746	3049	13102	7437	26261
USA300HOU_1327	CP000730.1	1428290	1429888	+	1599	872	556	658	17196	9645	21493
USA300HOU_1328	CP000730.1	1430751	1431953	+	1203	419	327	422	943	627	1679
USA300HOU_1329	CP000730.1	1432020	1433006	+	987	1077	854	932	1008	676	1884
USA300HOU_1330	CP000730.1	1433011	1433895	+	885	1352	1129	1118	1068	681	1698
USA300HOU_1331	CP000730.1	1433895	1434614	+	720	1215	951	1028	845	508	1227
USA300HOU_1332	CP000730.1	1434644	1435360	+	717	1363	1182	1300	907	582	1472
USA300HOU_1333	CP000730.1	1435506	1436654	+	1149	353	262	193	1044	641	1263
USA300HOU_1334	CP000730.1	1436662	1437744	+	1083	245	155	181	972	572	1104
USA300HOU_1335	CP000730.1	1437737	1438999	+	1263	1185	1017	1041	1929	1288	2518
USA300HOU_1336	CP000730.1	1439245	1439643	-	399	38	10	19	138	101	182
USA300HOU_1337	CP000730.1	1439843	1440040	-	198	16979	13179	19708	48849	35028	127656
USA300HOU_1338	CP000730.1	1440976	1441596	+	621	2995	2656	2703	1530	795	1501
USA300HOU_1339	CP000730.1	1441631	1442764	+	1134	6094	5510	6146	2585	1479	2794
USA300HOU_1341	CP000730.1	1443038	1443427	-	390	36	37	15	109	67	102
USA300HOU_1342	CP000730.1	1443783	1445123	-	1341	303	216	222	4584	2347	4740
USA300HOU_1343	CP000730.1	1445351	1447234	-	1884	1139	1038	951	2777	1463	2868
USA300HOU_1344	CP000730.1	1447251	1448039	-	789	671	536	593	1278	745	1217
USA300HOU_1345	CP000730.1	1448223	1448423	-	201	1625	1814	1815	1140	623	1587
USA300HOU_1346	CP000730.1	1448455	1449261	-	807	5232	5510	5637	4132	2388	7071
USA300HOU_1347	CP000730.1	1449844	1451109	-	1266	31275	31921	29009	4307	2378	6564
